Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5408500,,None,497.48,0,3.56,3a,O=C(N[C@H](CS)C(=O)Nc1nc2cc(O)c(O)cc2s1)c1ccc(C2(C(F)(F)F)N=N2)cc1,IC50,'=',13400,nM,4.87,,,UO_0000065,9.8,0.2,1.31,3.58,0,CHEMBL5330692,Inhibition of DENV2 NS2B-NS3 protease using Boc-Gly-Arg-Arg-AMC as substrate by fluorometric analysis,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5329209,1,Scientific Literature,RSC Med Chem,2023,None,,INHIBITOR,,13.4
CHEMBL4875360,,None,347.46,0,3.87,22,Cc1ccc(-c2ccc3c(C(=O)NCC4CCNCC4)c[nH]c3c2)cc1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,,,50
CHEMBL4869765,,None,363.46,0,3.57,50,COc1ccc(-c2ccc3cc(C(=O)NCC4CCNCC4)[nH]c3c2)cc1,IC50,'=',10600,nM,4.97,,,UO_0000065,13.69,0.25,1.4,7.52,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,10.6
CHEMBL1458891,,None,390.26,0,4.23,42,Cc1ccc(C2=NC(=O)/C(=C/c3cc(O)c(O)c(Br)c3)S2)cc1,IC50,'=',2940,nM,5.53,,,UO_0000065,14.17,0.33,1.3,7.91,1,CHEMBL5098510,Inhibition of Dengue Virus 2 recombinant NS2B-NS3 protease expressed in Escherichia coli using Bz-Nle-Arg-Arg-AMC as substrate incubated for 30 mins,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,,2.94
CHEMBL4451922,,None,420.63,0,4.09,20,NCc1ccc(-c2cc(CNCC3CCNCC3)sc2-c2ccc(CN)cc2)cc1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4811972,Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4811233,1,Scientific Literature,J Med Chem,2021,None,,,,20
CHEMBL5393778,,None,574.71,2,-0.45,3,N=C(N)NCCC[C@H](NS(=O)(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccccc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5348989,Inhibition of DENV-2 NS2B-NS3 protease by biochemical enzymatic assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5346910,1,Scientific Literature,Eur J Med Chem,2023,None,,,,
CHEMBL4457482,,None,410.48,1,5.2,35,CCCCCCCCCCCCCCCC[N+](CC)(CO)CO.[Br-],IC50,'=',22600,nM,4.65,,,UO_0000065,14.05,0.28,-0.55,11.48,0,CHEMBL4431538,Inhibition of Dengue virus 2 Taiwanese PL046 NS2B-NS3 protease using Ac-TTSTRR-pNA as substrate preincubated for 10 mins followed by addition of substrate measured after 2 hrs,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4431301,1,Scientific Literature,J Med Chem,2016,None,,,,22.6
CHEMBL4865561,,None,727.86,2,5.27,14,NCCCC[C@H](NC(=O)[C@@H](NC(=O)c1ccccc1)c1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccccc2)cc1,IC50,'=',6600,nM,5.18,,,UO_0000065,7.12,0.13,-0.09,2.96,0,CHEMBL4841501,Inhibition of Dengue virus 2 NS2B-NS3 protease using Abz-Nle-Lys-Arg-Arg-Ser-Tyr(3-NO2)-NH2 as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured for 15 mins by FRET assay relative to control,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4840342,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,,6.6
CHEMBL3219169,,None,272.29,0,2.96,120,O=c1c2ccccc2sn1-c1ccccc1[N+](=O)[O-],IC50,'=',41800,nM,4.38,,,UO_0000065,16.08,0.31,1.42,6.72,0,CHEMBL5109291,Inhibition of DENV2 NS2B-NS3 protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate by spectrofluorometer analysis,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,41.8
CHEMBL5194226,,None,335.43,0,3.29,48,CCCCC(=O)Nc1nc(SC(=O)CCCC)c2nc[nH]c2n1,IC50,'=',380,nM,6.42,,,UO_0000065,19.14,0.38,3.13,6.38,0,CHEMBL5098515,Inhibition of DENV-2 NS2B/NS3 protease expressed in Escherichia coli XL1 using Boc-GRR-MCA as substrate preincubated for 10 mins followed by substrate addition and measured after 60 mins,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 1.167 hr,INHIBITOR,,0.38
CHEMBL5192980,,None,452.47,1,5.52,"Fig 13, Cpd 2",O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccccc1Sc1ccc([N+](=O)[O-])cc1,IC50,'=',5400,nM,5.27,,,UO_0000065,11.64,0.23,-0.25,4.11,0,CHEMBL5098542,Inhibition of DENV3 NS2B-NS3 protease using PhAc-Lys-Arg-Arg-AMC as substrate incubated for 10 mins by fluorometric assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,5.4
CHEMBL1458891,,None,390.26,0,4.23,42,Cc1ccc(C2=NC(=O)/C(=C/c3cc(O)c(O)c(Br)c3)S2)cc1,IC50,'=',2940,nM,5.53,,,UO_0000065,14.17,0.33,1.3,7.91,1,CHEMBL5098509,Inhibition of Dengue Virus 1 recombinant NS2B-NS3 protease expressed in Escherichia coli using Bz-Nle-Arg-Arg-AMC as substrate incubated for 30 mins,B,BAO_0000019,assay format,dengue virus type 1,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,,2.94
CHEMBL5407343,,None,602.76,2,0.2,11,Cc1ccc(S(=O)(=O)N(C)[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c2ccccc2)cc1,IC50,'=',17900,nM,4.75,,,UO_0000065,7.88,0.15,4.55,2.1,0,CHEMBL5348989,Inhibition of DENV-2 NS2B-NS3 protease by biochemical enzymatic assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5346910,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,17.9
CHEMBL4862353,,None,439.56,0,4.94,66,NCc1ccc(-c2ncc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,IC50,'=',290,nM,6.54,,,UO_0000065,14.87,0.27,1.6,7.35,0,CHEMBL4811972,Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4811233,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,0.29
CHEMBL4864398,,None,627.79,1,3.9,16,NCCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)c1ccc(OCc2ccccc2)cc1,IC50,'=',9400,nM,5.03,,,UO_0000065,8.01,0.15,1.13,3.03,0,CHEMBL4841501,Inhibition of Dengue virus 2 NS2B-NS3 protease using Abz-Nle-Lys-Arg-Arg-Ser-Tyr(3-NO2)-NH2 as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured for 15 mins by FRET assay relative to control,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4840342,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,,9.4
CHEMBL4853384,,None,389.54,0,4.86,6,CC(C)(C)c1ccc(-c2ccc3[nH]c(C(=O)NCC4CCNCC4)cc3c2)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,,,
CHEMBL4871785,,None,323.4,0,2.29,64,O=C(NCC1CCNCC1)c1cc2ccc(-c3cn[nH]c3)cc2[nH]1,IC50,'=',10300,nM,4.99,,,UO_0000065,15.42,0.28,2.7,5.83,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,10.3
CHEMBL4864411,,None,654.55,2,6.32,6a,N/C(=N\O)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(/C(N)=N/O)c4)ccc2n3S(=O)(=O)c2ccccc2Br)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4843380,Inhibition of DENV2 NS2B-NS3 protease,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842342,1,Scientific Literature,Eur J Med Chem,2021,None,,,,
CHEMBL4870335,,None,280.28,0,2.9,34f,O=C(Nc1ccccc1)c1cnc2cc(O)c(O)cc2c1,IC50,'=',3630,nM,5.44,,,UO_0000065,19.41,0.35,2.54,6.6,0,CHEMBL4825422,Inhibition of DENV2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-AMC as substrate by FRET assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4823320,1,Scientific Literature,Bioorg Med Chem,2021,None,Dose = 20.0 microM,INHIBITOR,,3.63
CHEMBL4857319,,None,659.65,2,6.45,8a,N/C(=N\O)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(/C(N)=N/O)c4)ccc2n3S(=O)(=O)c2cccc(OC(F)(F)F)c2)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4843380,Inhibition of DENV2 NS2B-NS3 protease,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842342,1,Scientific Literature,Eur J Med Chem,2021,None,,,,
CHEMBL4441383,,None,389.79,0,3.56,17,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,IC50,'=',6700,nM,5.17,,,UO_0000065,13.27,0.26,1.61,5.29,0,CHEMBL4398407,Inhibition of DENV2 NS2B-NS3 serine protease expressed in human Huh7 cells after 3 days by Phospha-Light SEAP reporter gene Assay,B,BAO_0000219,cell-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4396891,1,Scientific Literature,Eur J Med Chem,2019,None,,,,6.7
CHEMBL5191539,,None,286.31,0,3.27,122,Cc1cc([N+](=O)[O-])ccc1-n1sc2ccccc2c1=O,IC50,'=',2560,nM,5.59,,,UO_0000065,19.53,0.38,2.32,8.58,0,CHEMBL5109291,Inhibition of DENV2 NS2B-NS3 protease using Bz-Nle-Lys-Arg-Arg-AMC as substrate by spectrofluorometer analysis,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,2.56
CHEMBL4869904,,None,611.26,2,5.79,3,Ic1ccc(-c2ncc(OCCC3CCNCC3)nc2-c2ccc(I)cc2)cc1,IC50,'=',10200,nM,4.99,,,UO_0000065,8.17,0.24,-0.8,10.61,0,CHEMBL4811972,Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4811233,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,10.2
CHEMBL4867805,,None,449.56,0,3.54,17,ONCc1ccc(-c2ncc(OCCC3CCNCC3)nc2-c2ccc(CNO)cc2)cc1,IC50,'=',3800,nM,5.42,,,UO_0000065,12.06,0.22,1.88,4.86,0,CHEMBL4811972,Inhibition Dengue serotype-2 NS3B/NS3 protease using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4811233,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,3.8
CHEMBL4853295,,None,605.68,2,5.56,9a,COc1ccc(S(=O)(=O)n2c3ccc(-c4cccc(/C(N)=N/O)c4)cc3c3cc(-c4cccc(/C(N)=N/O)c4)ccc32)cc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4843380,Inhibition of DENV2 NS2B-NS3 protease,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842342,1,Scientific Literature,Eur J Med Chem,2021,None,,,,
CHEMBL4522006,,None,462.47,1,6.13,38,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccccc1Sc1ccc(C(F)(F)F)cc1,IC50,'=',3600,nM,5.44,,,UO_0000065,11.77,0.24,-0.69,6.6,1,CHEMBL5098502,Inhibition of DENV2 NS2B-NS3 protease using Boc-Gly-Arg-Arg-7-amino-4-methylcoumarin as substrate incubated for 10 mins by fluorometric assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,3.6
CHEMBL4533598,,None,356.43,1,5.06,37,O=C(Nc1cccs1)c1ccccc1Sc1ccc([N+](=O)[O-])cc1,IC50,'=',98000,nM,4.01,,,UO_0000065,11.25,0.23,-1.05,5.55,1,CHEMBL5098502,Inhibition of DENV2 NS2B-NS3 protease using Boc-Gly-Arg-Arg-7-amino-4-methylcoumarin as substrate incubated for 10 mins by fluorometric assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,98
CHEMBL506247,TANNIC ACID,4,1701.21,None,None,44,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,IC50,'=',130,nM,6.89,,,UO_0000065,4.05,None,None,None,0,CHEMBL5098511,Inhibition of Dengue Virus 3 recombinant NS2B-NS3 protease expressed in Escherichia coli using Bz-Nle-Arg-Arg-AMC as substrate incubated for 30 mins,B,BAO_0000019,assay format,dengue virus type 3,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,,0.13
CHEMBL1187898,,None,433.53,1,6.82,"Table 8, R10C2",CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21,IC50,'=',27000,nM,4.57,,,UO_0000065,10.54,0.19,-2.25,15.49,0,CHEMBL5098518,Inhibition of DENV2 NS2B-NS3 protease,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5096200,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR,,27
CHEMBL5396397,,None,616.79,2,0.48,10,Cc1cc(C)c(S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c2ccccc2)c(C)c1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5348989,Inhibition of DENV-2 NS2B-NS3 protease by biochemical enzymatic assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5346910,1,Scientific Literature,Eur J Med Chem,2023,None,,,,
CHEMBL5421971,,None,795.89,2,3.76,36,CN([C@@H](Cc1ccc(C(=N)N)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1)S(=O)(=O)c1ccccc1,IC50,'=',120,nM,6.92,,,UO_0000065,8.7,0.17,3.16,3.09,0,CHEMBL5348989,Inhibition of DENV-2 NS2B-NS3 protease by biochemical enzymatic assay,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL5346910,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,0.12
CHEMBL4849139,,None,320.4,0,2.71,30,O=C(NC1CCNCC1)c1c[nH]c2cc(-c3ccncc3)ccc12,IC50,'=',10000,nM,5,,,UO_0000065,15.61,0.28,2.29,7.16,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,10
CHEMBL4857545,,None,268.27,0,2.83,34c,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2[nH]1,IC50,'=',6900,nM,5.16,,,UO_0000065,19.24,0.35,2.33,6.05,0,CHEMBL4825422,Inhibition of DENV2 NS2B-NS3 protease expressed in Escherichia coli BL21(DE3) using Boc-Gly-Arg-Arg-AMC as substrate by FRET assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4823320,1,Scientific Literature,Bioorg Med Chem,2021,None,Dose = 20.0 microM,INHIBITOR,,6.9
CHEMBL4861658,,None,323.4,0,2.29,32,O=C(NCC1CCNCC1)c1c[nH]c2cc(-c3cn[nH]c3)ccc12,IC50,'=',48300,nM,4.32,,,UO_0000065,13.35,0.25,2.03,5.04,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,INHIBITOR,,48.3
CHEMBL4855636,,None,372.47,0,3.74,45,Cc1cc(C#N)ccc1-c1ccc2[nH]c(C(=O)NCC3CCNCC3)cc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL4844503,Inhibition of Dengue virus 2 NS2B (50 to 95 residues)/NS3 (1 to 182 residues) protease expressed in Escherichia coli BL21 using Bz-Nle-Lys-Lys-Arg-AMC as substrate preincubated for 10 mins by fluorescence-based biochemical assay,B,BAO_0000019,assay format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4842369,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.1667 hr,,,50
CHEMBL4869859,,None,803.92,3,5.69,15,N=C(N)Nc1ccc(C[C@H](NC(=O)[C@@H](NC(=O)c2ccccc2)c2ccc(OCc3ccccc3)cc2)C(=O)N[C@@H](C(N)=O)c2ccc(OCc3ccccc3)cc2)cc1,IC50,'=',1700,nM,5.77,,,UO_0000065,7.18,0.13,0.08,2.74,0,CHEMBL4841501,Inhibition of Dengue virus 2 NS2B-NS3 protease using Abz-Nle-Lys-Arg-Arg-Ser-Tyr(3-NO2)-NH2 as substrate preincubated with enzyme for 15 mins followed by substrate addition and measured for 15 mins by FRET assay relative to control,B,BAO_0000357,single protein format,dengue virus type 2,None,None,None,None,,,,CHEMBL5980,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),SINGLE PROTEIN,CHEMBL4840342,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,,1.7
